tag	rating
Brass Teapot, The (2012)	2
Phil Spector (2013)	5
Host, The (2013)	3
Admission (2013)	3
Evil Dead (2013)	2
Trance (2013)	4
Perfect Plan, A (Plan parfait, Un) (2012)	2
Oblivion (2013)	5
Dark Tide (2012)	2
42 (2013)	2
Wolf Children (Okami kodomo no ame to yuki) (2012)	4
Disconnect (2012)	3
Invincible Iron Man, The (2007)	4
Yongary: Monster from the Deep (1967)	3
Pain & Gain (2013)	2
Hulk Vs. (2009)	1
Resolution (2012)	3
Grabbers (2012)	2
Justice League: Doom (2012) 	1
Grandmaster, The (Yi dai zong shi) (2013)	5
This Is the End (2013)	4
Iron Man 3 (2013)	4
English Teacher, The (2013)	3
Mud (2012)	3
Bill Hicks: Revelations (1993)	4
Pawn (2013)	5
Shaolin Temple (Shao Lin si) (1976)	4
Syrup (2013)	5
Great Gatsby, The (2013)	5
Star Trek Into Darkness (2013)	4
Internship, The (2013)	5
Darkon (2006)	5
Mimino (1977)	5
Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973)	4
Only God Forgives (2013)	4
Hangover Part III, The (2013)	5
Fast & Furious 6 (Fast and the Furious 6, The) (2013)	5
Epic (2013)	4
Captain America (1979)	4
Tie Xi Qu: West of the Tracks (Tiexi qu) (2003)	4
Rink, The (1916)	4
Captain America II: Death Too Soon (1979)	5
Down Terrace (2009)	4
Frances Ha (2012)	3
Lords of Salem, The (2012)	4
Behind the Candelabra (2013)	2
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000)	1
With Great Power: The Stan Lee Story (2012)	4
After Earth (2013)	3
Now You See Me (2013)	4
Inhuman Resources (Redd Inc.) (2012)	4
Way, Way Back, The (2013)	4
Much Ado About Nothing (2012)	3
Man of Steel (2013)	3
Kings of Summer, The (2013)	3
Purge, The (2013)	3
Rapture-Palooza (2013)	4
20 Feet from Stardom (Twenty Feet from Stardom) (2013)	2
Bling Ring, The (2013)	3
Monsters University (2013)	2
Schlussmacher (2013)	4
Fullmetal Alchemist: The Sacred Star of Milos (2011)	4
Maniac (2012)	3
Not Suitable for Children (2012)	5
Pacific Rim (2013)	5
LEGO Batman: The Movie - DC Heroes Unite (2013)	2
Best Offer, The (Migliore offerta, La) (2013)	4
Adam and Eve (National Lampoon's Adam & Eve) (2005)	3
World War Z (2013)	4
Elysium (2013)	4
Despicable Me 2 (2013)	5
White House Down (2013)	5
World's End, The (2013)	4
Redemption (Hummingbird) (2013)	5
Heat, The (2013)	5
Lone Ranger, The (2013)	4
Passion (2012)	4
V/H/S/2 (2013)	4
Knot, The (2012)	5
The Spectacular Now (2013)	4
Lifeguard, The (2013)	5
Sharknado (2013)	4
Craig Ferguson: I'm Here To Help (2013)	4
Stuck in Love (2012)	4
Class Act (1992)	5
Fruitvale Station (2013)	4
R.I.P.D. (2013)	4
Field in England, A (2013)	5
Conjuring, The (2013)	5
Turbo (2013)	4
Wolverine, The (2013)	5
Drinking Buddies (2013)	5
Red 2 (2013)	4
Coffee Town (2013)	5
Revenge for Jolly! (2012)	3
2 Guns (2013)	5
Blue Jasmine (2013)	4
Great Beauty, The (Grande Bellezza, La) (2013)	3
3 dev adam (Three Giant Men) (1973) 	4
Louis C.K.: Oh My God (2013)	4
Percy Jackson: Sea of Monsters (2013)	3
Smurfs 2, The (2013)	5
Alan Partridge: Alpha Papa (2013)	5
Man of Tai Chi (2013)	3
Batman: Mystery of the Batwoman (2003)	4
We're the Millers (2013)	4
Grown Ups 2 (2013)	5
Kick-Ass 2 (2013)	5
Riddick (2013)	4
Planes (2013)	5
Blackfish (2013)	5
Wind Rises, The (Kaze tachinu) (2013)	4
Jobs (2013)	3
Lee Daniels' The Butler (2013)	5
In a World... (2013)	3
About Time (2013)	4
Justice League: Crisis on Two Earths (2010)	2
You're Next (2011)	2
Maria Bamford: The Special Special Special! (2012)	4
Getaway (2013)	2
Mystery of the Third Planet, The (Tayna tretey planety) (1981)	5
Rage of Honor (1987)	3
Gravity (2013)	4
What If (2013)	2
History of Future Folk, The (2012)	3
Prisoners (2013)	2
Austenland (2013)	2
Insidious: Chapter 2 (2013)	2
Rush (2013)	4
Family, The (2013)	3
Short Term 12 (2013)	3
Collision Course (1989)	3
To Do List, The (2013)	4
Inescapable (2012)	2
Nebraska (2013)	1
Enough Said (2013)	3
Don Jon (2013)	2
Mood Indigo (L'écume des jours) (2013)	1
Century of the Self, The (2002)	3
Crystal Fairy & the Magical Cactus and 2012 (2013)	4
Bad Milo (Bad Milo!) (2013)	4
Runner Runner (2013)	3
Blue Is the Warmest Color (La vie d'Adèle) (2013)	4
Cloudy with a Chance of Meatballs 2 (2013)	2
Captain Phillips (2013)	1
All Dogs Christmas Carol, An (1998)	2
Machete Kills (Machete 2) (2013)	3
Filth (2013)	2
Escape Plan (2013)	4
Thief of Paris, The (Le voleur) (1967)	3
Carrie (2013)	2
UnHung Hero (2013)	3
Counselor, The (2013)	2
Escape From Tomorrow (2013)	3
Double, The (2013)	4
12 Years a Slave (2013)	2
All Is Lost (2013)	3
Ender's Game (2013)	5
Jackass Presents: Bad Grandpa (2013)	2
Thor: The Dark World (2013)	4
Dallas Buyers Club (2013)	4
Selfish Giant, The (2013)	1
Last Vegas (2013)	5
Philomena (2013)	4
Book Thief, The (2013)	4
The Hunger Games: Catching Fire (2013)	3
Hobbit: The Desolation of Smaug, The (2013)	4
47 Ronin (2013)	3
Delivery Man (2013)	4
Charlie Countryman (2013)	3
Red Flag (2012)	2
Day of the Doctor, The (2013)	3
Guilty of Romance (Koi no tsumi) (2011) 	3
Frozen (2013)	2
Inside Llewyn Davis (2013)	2
Wolf of Wall Street, The (2013)	2
Homefront (2013)	4
Mandela: Long Walk to Freedom (2013)	3
Evangelion: 3.0 You Can (Not) Redo (2012)	2
All is Bright (2013)	4
Tim's Vermeer (2013)	2
American Hustle (2013)	3
Secret Life of Walter Mitty, The (2013)	3
Her (2013)	2
RoboGeisha (Robo-geisha) (2009)	2
Christmas Carol, A (1977)	4
Lone Survivor (2013)	4
Saving Mr. Banks (2013)	2
Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964)	4
Oldboy (2013)	4
Dampfnudelblues (2013)	4
Anchorman 2: The Legend Continues (2013)	4
Snowpiercer (2013)	5
Only Old Men Are Going to Battle (V boy idut odni stariki) (1973)	3
Guest from the Future (Gostya iz buduschego) (1985)	3
Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967)	3
Haunter (2013)	3
Wrong Cops (2013)	4
Muppet Christmas: Letters to Santa, A (2008)	5
Ninja: Shadow of a Tear (2013)	2
Fuck You, Goethe (Fack Ju Göhte) (2013)	3
High School (2010)	5
Grudge Match (2013)	3
Highlander: The Search for Vengeance (2007)	5
Only Lovers Left Alive (2013)	4
Cats (1998)	5
MacGyver: Trail to Doomsday (1994)	3
Bad Karma (2012)	4
Hunting Elephants (2013)	1
Dragon Ball Z: Battle of Gods (2013)	3
Freezer (2014)	3
We Are What We Are (2013)	4
Dragon ball Z 04: Lord Slug (1991)	3
Chinese Puzzle (Casse-tête chinois) (2013)	4
Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi) (1996)	3
Ride Along (2014)	3
Jack Ryan: Shadow Recruit (2014)	4
Divergent (2014)	4
Hotel Chevalier (Part 1 of 'The Darjeeling Limited') (2007)	3
Ernest & Célestine (Ernest et Célestine) (2012)	3
Drift (2013)	3
I, Frankenstein (2014)	4
Better Living Through Chemistry (2014)	5
Nymphomaniac: Volume I (2013)	1
Enemy (2013)	4
Wonder Woman (2009)	3
Monuments Men, The (2014)	3
The Lego Movie (2014)	3
RoboCop (2014)	4
Art of the Steal, The (2013)	4
Nymphomaniac: Volume II (2013)	4
Knights of Badassdom (2013)	3
Venus in Fur (La Vénus à la fourrure) (2013)	2
Date and Switch (2014)	4
Zero Theorem, The (2013)	4
Winter's Tale (2014)	5
On the Other Side of the Tracks (De l'autre côté du périph) (2012)	3
GLOW: The Story of the Gorgeous Ladies of Wrestling (2012)	2
Cold Comes the Night (2013)	1
Chouchou (2003)	4
Someone Marry Barry (2014)	3
About Last Night (2014)	4
Grand Budapest Hotel, The (2014)	2
Oversimplification of Her Beauty, An (2012)	5
Bring It On: Fight to the Finish (2009)	4
That Awkward Moment (2014)	2
Interstellar (2014)	4
3 Days to Kill (2014)	3
Welcome to the Jungle (2013)	1
Non-Stop (2014)	3
Wrinkles (Arrugas) (2011)	3
Garden of Words, The (Koto no ha no niwa) (2013)	2
300: Rise of an Empire (2014)	4
Particle Fever (2013)	4
Bag Man, The (2014)	3
Mr. Peabody & Sherman (2014)	3
Under the Skin (2013)	5
Need for Speed (2014)	3
Barefoot (2014)	4
Veronica Mars (2014)	2
Bad Words (2013)	2
Son of God (2014)	3
Puss in Boots: The Three Diablos (2012)	3
Why Don't You Play In Hell? (Jigoku de naze warui) (2013)	4
Ocho apellidos vascos (2014)	2
Captain America: The Winter Soldier (2014)	2
Noah (2014)	3
Nut Job, The (2014)	3
King of Comedy (Hei kek ji wong) (1999)	4
13 Sins (2014)	3
Muppets Most Wanted (2014)	4
Me and you (io e te) (2012)	1
Free to Play (2014)	4
Unknown Known, The (2013)	3
The Raid 2: Berandal (2014)	5
Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)	3
The Amazing Spider-Man 2 (2014)	4
Calvary (2014)	4
Oculus (2013)	5
God's Not Dead (2014)	4
Cold in July (2014)	4
Rio 2 (2014)	5
Honest Liar, An (2014)	3
Fading Gigolo (2013)	3
Transcendence (2014)	4
Hatchet III (2013)	5
Other Woman, The (2014)	4
Haunted House 2, A (2014)	4
Mulan II (2004)	5
Brick Mansions (2014)	5
Locke (2013)	4
Neighbors (2014)	4
Alpha and Omega 3: The Great Wolf Games (2014)	3
Mom's Night Out (2014)	4
Lucy (2014)	3
X-Men: Days of Future Past (2014)	4
Godzilla (2014)	2
Walk of Shame (2014)	4
Blue Ruin (2013)	3
Chef (2014)	3
Afflicted (2013)	4
Blended (2014)	2
Begin Again (2013)	4
Maleficent (2014)	4
Zombeavers (2014)	5
At Middleton (2013)	5
Dance of Reality, The (Danza de la realidad, La) (2013)	4
A Million Ways to Die in the West (2014)	3
Edge of Tomorrow (2014)	4
Mission: Impossible - Rogue Nation (2015)	4
Midnight Chronicles (2009)	3
Million Dollar Arm (2014)	5
G.B.F. (2013)	3
Jimi: All Is by My Side (2013)	4
Bad Asses (Bad Ass 2) (2014)	2
Lilting (2014)	4
The Fault in Our Stars (2014)	4
Tangled Ever After (2012)	3
Maps to the Stars (2014)	5
22 Jump Street (2014)	4
Equalizer, The (2014)	3
How to Train Your Dragon 2 (2014)	3
Birdman: Or (The Unexpected Virtue of Ignorance) (2014)	4
Boyhood (2014)	2
Think Like a Man Too (2014)	3
Jersey Boys (2014)	3
Nick Fury: Agent of S.H.I.E.L.D. (1998)	4
Internet's Own Boy: The Story of Aaron Swartz, The (2014)	3
Transformers: Age of Extinction (2014)	3
Frank (2014)	3
They Came Together (2014)	3
Honey (Miele) (2013)	1
Planes: Fire & Rescue (2014)	3
Tammy (2014)	5
Colourful (Karafuru) (2010)	3
Babadook, The (2014)	3
Whiplash (2014)	4
Gone Girl (2014)	3
Angriest Man in Brooklyn, The (2014)	4
Dawn of the Planet of the Apes (2014)	4
Deliver Us from Evil (2014)	4
And So It Goes (2014)	4
Sex Tape (2014)	4
I Origins (2014)	5
Purge: Anarchy, The (2014)	4
Guardians of the Galaxy (2014)	3
Signal, The (2014)	5
The Expendables 3 (2014)	4
Hercules (2014)	4
A Most Wanted Man (2014)	3
Life After Beth (2014)	3
Felony (2013)	4
Get on Up (2014)	4
Magic in the Moonlight (2014)	1
Housebound (2014)	3
The Hundred-Foot Journey (2014)	4
Batman: Assault on Arkham (2014)	4
White Frog (2012)	4
Den, The (2013)	4
Jupiter Ascending (2015)	2
Teenage Mutant Ninja Turtles (2014)	3
I'll Follow You Down (2013)	4
Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)	4
Giver, The (2014)	4
Pretty One, The (2013)	3
Revenge of the Green Dragons (2014)	3
Let's Be Cops (2014)	2
Inbetweeners 2, The (2014)	3
Sacrament, The (2013)	2
Sin City: A Dame to Kill For (2014)	4
If I Stay (2014)	3
Two Days, One Night (Deux jours, une nuit) (2014)	4
Coherence (2013)	1
As Above, So Below (2014)	1
One I Love, The (2014)	4
Headshot (2011)	4
Guest, The (2014)	2
Pride (2014)	5
Honeymoon (2014)	3
The Drop (2014)	2
20,000 Days on Earth (2014)	4
The Skeleton Twins (2014)	3
Beautiful Losers (2008)	4
Maze Runner, The (2014)	5
Camp X-Ray (2014)	1
Walk Among the Tombstones, A (2014)	4
Laggies (2014)	3
La cravate (1957)	4
Cesar Chavez (2014)	5
Who Am I (Kein System Ist Sicher) (2014)	4
Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)	5
This Is Where I Leave You (2014)	2
Angel's Egg (Tenshi no tamago) (1985)	5
American Sniper (2014)	3
Tusk (2014)	5
Hector and the Search for Happiness (2014)	3
Horns (2014)	5
Annabelle (2014)	3
Two Night Stand (2014)	4
Dracula Untold (2014)	3
Stretch (2014)	4
Autómata (Automata) (2014)	4
Captive, The (2014)	5
Predestination (2014)	2
Justin and the Knights of Valour (2013)	3
Ward 13 (2003)	3
What We Do in the Shadows (2014)	2
John Wick (2014)	3
Plastic (2014)	4
Judge, The (2014)	3
Culture High, The (2014)	5
Fury (2014)	5
Salvation, The (2014)	3
St. Vincent (2014)	3
Rewrite, The (2014)	3
Nightcrawler (2014)	5
Big Hero 6 (2014)	4
The Book of Life (2014)	3
Love, Rosie (2014)	5
Time Lapse (2014)	2
Ex Machina (2015)	4
Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981)	4
Mr Hublot (2013)	3
Copenhagen (2014)	2
Simpsons: The Longest Daycare, The (2012)	5
Generation War (2013)	5
Christmas in Connecticut (1992)	4
Leviathan (2014)	3
Reign of Assassins (2010)	4
Zulu (2013)	5
Tangerines (2013)	5
Life Partners (2014)	5
Drive Hard (2014)	5
New Kids Nitro (2011)	3
Stalingrad (2013)	5
Dead Snow 2: Red vs. Dead (2014) 	4
Volga - Volga (1938)	5
You Are the Apple of My Eye (2011)	5
DeadHeads (2011)	5
The Imitation Game (2014)	5
Inherent Vice (2014)	1
Rudderless (2014)	4
The Hunger Games: Mockingjay - Part 1 (2014)	3
Sex Ed (2014)	4
Exodus: Gods and Kings (2014)	3
Wild Tales (2014)	4
Jetsons: The Movie (1990)	3
Ski School (1991)	5
Dumb and Dumber To (2014)	4
The Longest Week (2014)	4
Miss Meadows (2014)	4
Too Many Cooks (2014)	4
Painted Skin (2008)	3
The Theory of Everything (2014)	5
Doctor Who: The Time of the Doctor (2013)	3
Virunga (2014)	3
The Madagascar Penguins in a Christmas Caper (2005)	3
Song of the Sea (2014)	4
In the Heart of the Sea (2015)	3
Hello Ladies: The Movie (2014)	2
Jurassic World (2015)	5
Watermark (2014)	5
Citizenfour (2014)	5
Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014)	4
Hit by Lightning (2014)	4
Horrible Bosses 2 (2014)	5
Double Trouble (1992)	3
Dragonheart 2: A New Beginning (2000)	5
La Belle Verte (1996)	2
Penguins of Madagascar (2014)	3
'71 (2014)	5
The Rabbi's Cat (Le chat du rabbin) (2011)	5
Still Alice (2014)	5
Paddington (2014)	3
Maze Runner: Scorch Trials (2015)	5
Ice Age: A Mammoth Christmas (2011)	5
The Voices (2014)	3
Courier (1987)	3
The Green Prince (2014)	4
Dying of the Light (2014)	5
Hellbenders (2012)	4
Omega Doom (1996)	3
By the Gun (2014)	3
Kill the Messenger (2014)	5
Bring It On: In It To Win It (2007)	5
Fans (1999)	4
The Mule (2014)	5
The Hobbit: The Battle of the Five Armies (2014)	4
Selma (2014)	5
Unbroken (2014)	5
Black Sea (2015)	3
Good Copy Bad Copy (2007)	5
Playing It Cool (2014)	5
National Lampoon's Bag Boy (2007)	3
Closer to the Moon (2013)	5
Girl Walks Home Alone at Night, A (2014)	4
Dave Chappelle: For What it's Worth (2004)	2
Scooby-Doo! Abracadabra-Doo (2010)	5
Mommy (2014)	4
Wild (2014)	3
Top Five (2014)	4
Bill Burr: I'm Sorry You Feel That Way (2014)	3
Big Eyes (2014)	5
Into the Woods (2014)	5
Men, Women & Children (2014)	3
The Interview (2014)	4
Kingsman: The Secret Service (2015)	5
Bill Burr: You People Are All the Same (2012)	5
Night at the Museum: Secret of the Tomb (2014)	4
Paradox (2010)	5
The Punisher: Dirty Laundry (2012)	4
Seventh Son (2014)	5
Corner Gas: The Movie (2014)	4
A Man Called Blade (1977)	5
A Merry Friggin' Christmas (2014)	5
Into the Forest of Fireflies' Light (2011)	5
PK (2014)	5
Chappie (2015)	5
The Salt of the Earth (2014)	5
The Fool (2014)	4
Taken 3 (2015)	5
Blackhat (2015)	5
By the Law (1926)	5
Son of a Gun (2014)	5
Terminator Genisys (2015)	4
John Mulaney: New In Town (2012)	4
Patton Oswalt: My Weakness Is Strong (2009)	5
The Hound of the Baskervilles (1988)	5
Man on High Heels (2014)	5
Space Buddies (2009)	5
Houdini (2014)	5
To Grandmother's House We Go (1992)	4
101 Dalmatians II: Patch's London Adventure (2003)	5
The Hungover Games (2014)	3
The Duke of Burgundy (2014)	5
Red Army (2014)	5
It Follows (2014)	4
The Town that Dreaded Sundown (2014)	5
Carry on Cabby (1963)	5
Carry on Cruising (1962)	5
Bill Burr: Let It Go (2010)	5
Bill Burr: Why Do I Do This? (2008)	5
Killer Movie (2008)	5
Sebastian Maniscalco: What's Wrong with People? (2012)	5
Stuart Little 3: Call of the Wild (2005)	5
Guy X (2005)	5
Tooth Fairy 2 (2012)	5
The Diary of Anne Frank (2009)	4
The Deadly Bees (1967)	3
Wicked Blood (2014)	4
Oblivion 2: Backlash (1996)	3
Mad Max: Fury Road (2015)	5
Insidious: Chapter 3 (2015)	3
Star Wars: Episode VII - The Force Awakens (2015)	4
Ben-hur (2016)	4
Warcraft (2016)	5
Avengers: Age of Ultron (2015)	5
Pirates of the Caribbean: Dead Men Tell No Tales (2017)	5
Justice League (2017)	5
Ant-Man (2015)	3
Fantastic Four (2015)	5
Deadpool (2016)	3
Black Panther (2017)	5
Avengers: Infinity War - Part I (2018)	4
Thor: Ragnarok (2017)	5
Guardians of the Galaxy 2 (2017)	5
Captain America: Civil War (2016)	5
Doctor Strange (2016)	5
X-Men: Apocalypse (2016)	5
Untitled Spider-Man Reboot (2017)	5
Elsa & Fred (2014)	5
Jim Jefferies: I Swear to God (2009)	2
Tornado! (1996)	3
The Blue Lagoon (1949)	5
In the Name of the King III (2014)	5
Cake (2014)	5
Kevin Smith: Too Fat For 40 (2010)	1
Snowflake, the White Gorilla (2011)	2
Kenny & Company (1976)	3
Delirium (2014)	5
Why Man Creates (1968)	5
The Gambler (2014)	5
The Beast of Hollow Mountain (1956)	5
Mortdecai (2015)	1
Fifty Shades of Grey (2015)	5
Halloweentown (1998)	5
Halloweentown High (2004)	5
A Flintstones Christmas Carol (1994)	5
Hedgehog in the Fog (1975)	4
The Cave of the Golden Rose (1991)	5
American Heist (2015)	3
Solyaris (1968)	4
The Pacific (2010)	5
Strange Magic (2015)	4
The DUFF (2015)	4
Daddy, I'm A Zombie (2012)	2
The Fox and the Hound 2 (2006)	5
Operation 'Y' & Other Shurik's Adventures (1965)	4
Project Almanac (2015)	4
Louis C.K.: Live at The Comedy Store (2015)	5
Brooklyn (2015)	3
The End of the Tour (2015)	3
Experimenter (2015)	3
Mistress America (2015)	4
Zipper (2015)	4
A Walk in the Woods (2015)	3
True Story (2015)	5
Kurt Cobain: Montage of Heck (2015)	4
Going Clear: Scientology and the Prison of Belief (2015)	4
What Happened, Miss Simone? (2015)	3
A Story of Children and Film (2013)	5
Story of Film: An Odyssey, The (2011)	3
Eden (2014)	4
The D Train (2015)	3
Dope (2015)	3
Me and Earl and the Dying Girl (2015)	4
The Overnight (2015)	3
The Stanford Prison Experiment (2015)	4
A Pigeon Sat on a Branch Reflecting on Existence (2014)	4
The Loft (2014)	4
Vice (2015)	4
Family Guy Presents: Blue Harvest (2007)	5
Trinity and Sartana Are Coming (1972)	4
Kevin Hart: I'm a Grown Little Man (2009)	4.5
Jim Norton: American Degenerate (2013)	4.5
Jim Jefferies: BARE (2014)	3
Hard Promises (1991)	4
The Hateful Eight (2015)	4
Patton Oswalt: Tragedy Plus Comedy Equals Time (2014)	4.5
Wild Card (2015)	5
Paper Towns (2015)	4.5
The Wedding Ringer (2015)	4
Wyrmwood (2015)	3.5
The Boy Next Door (2015)	4.5
Boy Meets Girl (2015)	4
Victoria (2015)	1.5
The Dark Valley (2014)	4.5
I'm Here (2010)	4.5
The Last Five Years (2014)	4
Crimson Peak (2015)	4.5
Dragonheart 3: The Sorcerer's Curse (2015)	4
Chris Rock: Bigger & Blacker (1999)	5
The Natural Love (1996)	4.5
The Forgotten Space (2010)	3
Cloudburst (2011)	2
Tom Segura: Completely Normal (2014)	3.5
Honey, We Shrunk Ourselves (1997)	3.5
Stitch! The Movie (2003)	4.5
Hot Tub Time Machine 2 (2015)	4.5
Johnny Express (2014)	4.5
Eddie Izzard: Glorious (1997)	4
Northmen - A Viking Saga (2014)	4.5
Superfast! (2015)	4.5
Reality (2014)	4
Julia (2014)	4
Focus (2015)	4
Marvel One-Shot: Item 47 (2012)	4.5
The Second Best Exotic Marigold Hotel (2015)	4
George Carlin: It's Bad for Ya! (2008)	4
Tracers (2015)	4
McFarland, USA (2015)	4.5
Unfinished Business (2015)	4
Ghost in the Shell Arise - Border 1: Ghost Pain (2013)	4.5
Run All Night (2015)	4.5
Digging Up the Marrow (2014)	4.5
Clown (2014)	4.5
Cinderella (2015)	5
Kidnapping Mr. Heineken (2015)	4.5
The Cobbler (2015)	4
Ruby Red (2013)	3
Pan (2015)	5
While We're Young (2014)	4.5
Too Late for Tears (1949)	4.5
Insurgent (2015)	4
La vérité si je mens ! (1997)	5
The Amazing Screw-On Head (2006)	4.5
Home (2015)	5
Midnight Special (2015)	5
Gunman, The (2015)	4.5
Furious 7 (2015)	4
The Final Girls (2015)	4.5
Spring (2015)	4.5
Power/Rangers (2015)	5
George Carlin: Life Is Worth Losing (2005)	4.5
Legend No. 17 (2013)	5
Love and Pigeons (1985)	4.5
Get Hard (2015)	4
That Sugar Film (2014)	4.5
Saving Santa (2013)	4.5
The Brain (1969)	3
Tom and Jerry: A Nutcracker Tale (2007)	4
What Men Talk About (2010)	5
Kill Me Three Times (2014)	5
Poker Night (2014)	4.5
Reckless Kelly (1994)	5
Willy/Milly (1986)	4
Shaun the Sheep Movie (2015)	4.5
Last Knights (2015)	5
The Jinx: The Life and Deaths of Robert Durst (2015)	5
Batman vs. Robin (2015)	4.5
Libre et assoupi (2014)	5
Woman in Gold (2015)	4
Iliza Shlesinger: Freezing Hot (2015)	4.5
The Road Within (2014)	5
The Malibu Bikini Shop (1986)	4.5
Tomorrowland (2015)	5
Let It Be Me (1995)	3
Buzzard (2015)	4.5
Paul Blart: Mall Cop 2 (2015)	4.5
Seve (2014)	3.5
Breathe (2014)	5
Patlabor 2: The Movie (1993)	4
Da Sweet Blood of Jesus (2014)	3
The Longest Ride (2015)	5
Girltrash: All Night Long (2014)	4.5
Sword of Vengeance (2014)	4.5
Lovesick (2014)	3.5
Danny Collins (2015)	3
The Even Stevens Movie (2003)	4
Kite (2014)	4.5
Man Up (2015)	4.5
San Andreas (2015)	2.5
Welcome to Me (2014)	4.5
Comedy Central Roast of James Franco (2013)	4.5
We Could Be King (2014)	5
Hitman: Agent 47 (2015)	4.5
B/W (2015)	5
Ricki and the Flash (2015)	3.5
Partisan (2015)	1
Infini (2015)	3.5
Pitch Perfect 2 (2015)	4
Just Before I Go (2014)	4.5
Carol (2015)	4.5
Office Romance (1977)	4.5
Bootleggers (1961)	5
The Lobster (2015)	4.5
Güeros (2014)	3
